id,word,part_of_speech,cefr_level,phonetic_uk,phonetic_us,thai_meaning,example_sentence,example_translation,category,distractors,audio_key,note,raw_entry
1346,lend,v.,A2,,,,,,General,,lend,,lend v.
1347,less,"det./pron., adv.",A2,,,,,,General,,less,,"less det./pron., adv."
1348,level,n.,A2,,,,,,General,,level,,level n.
1349,lifestyle,n.,A2,,,,,,General,,lifestyle,,lifestyle n.
1350,lift,"v., n.",A2,,,,,,General,,lift,,"lift v., n."
1351,light,v.,A2,,,,,,General,,light,from the sun/a lamp,light (from the sun/a lamp) v.
1352,light,adj.,A2,,,,,,General,,light,not heavy,light (not heavy) adj.
1353,likely,adj.,A2,,,,,,General,,likely,,likely adj.
1354,link,"n., v.",A2,,,,,,General,,link,,"link n., v."
1355,listener,n.,A2,,,,,,General,,listener,,listener n.
1356,little,adv.,A2,,,,,,General,,little,,little adv.
1357,lock,"v., n.",A2,,,,,,General,,lock,,"lock v., n."
1358,look,n.,A2,,,,,,General,,look,,look n.
1359,lorry,n.,A2,,,,,,General,,lorry,,lorry n.
1360,lost,adj.,A2,,,,,,General,,lost,,lost adj.
1361,loud,"adj., adv.",A2,,,,,,General,,loud,,"loud adj., adv."
1362,loudly,adv.,A2,,,,,,General,,loudly,,loudly adv.
1363,lovely,adj.,A2,,,,,,General,,lovely,,lovely adj.
1364,low,"adj., adv.",A2,,,,,,General,,low,,"low adj., adv."
1365,luck,n.,A2,,,,,,General,,luck,,luck n.
1366,lucky,adj.,A2,,,,,,General,,lucky,,lucky adj.
1367,mail,"n., v.",A2,,,,,,General,,mail,,"mail n., v."
1368,major,adj.,A2,,,,,,General,,major,,major adj.
1369,male,"adj., n.",A2,,,,,,General,,male,,"male adj., n."
1370,manage,v.,A2,,,,,,General,,manage,,manage v.
1371,manager,n.,A2,,,,,,General,,manager,,manager n.
1372,manner,n.,A2,,,,,,General,,manner,,manner n.
1373,mark,"v., n.",A2,,,,,,General,,mark,,"mark v., n."
1374,marry,v.,A2,,,,,,General,,marry,,marry v.
1375,material,n.,A2,,,,,,General,,material,,material n.
1376,mathematics,n.,A2,,,,,,General,,mathematics,,mathematics n.
1377,maths,n.,A2,,,,,,General,,maths,,maths n.
1378,matter,"n., v.",A2,,,,,,General,,matter,,"matter n., v."
1379,may,modal v.,A2,,,,,,General,,may,,may modal v.
1380,media,n.,A2,,,,,,General,,media,,media n.
1381,medical,adj.,A2,,,,,,General,,medical,,medical adj.
1382,medicine,n.,A2,,,,,,General,,medicine,,medicine n.
1383,memory,n.,A2,,,,,,General,,memory,,memory n.
1384,mention,v.,A2,,,,,,General,,mention,,mention v.
1385,metal,n.,A2,,,,,,General,,metal,,metal n.
1386,method,n.,A2,,,,,,General,,method,,method n.
1387,middle,"n., adj.",A2,,,,,,General,,middle,,"middle n., adj."
1388,might,modal v.,A2,,,,,,General,,might,,might modal v.
1389,mind,"n., v.",A2,,,,,,General,,mind,,"mind n., v."
1390,mine,pron.,A2,,,,,,General,,mine,belongs to me,mine (belongs to me) pron.
1391,mirror,n.,A2,,,,,,General,,mirror,,mirror n.
1392,missing,adj.,A2,,,,,,General,,missing,,missing adj.
1393,mobile,"adj., n.",A2,,,,,,General,,mobile,,"mobile adj., n."
1394,monkey,n.,A2,,,,,,General,,monkey,,monkey n.
1395,moon,n.,A2,,,,,,General,,moon,,moon n.
1396,mostly,adv.,A2,,,,,,General,,mostly,,mostly adv.
1397,motorcycle,n.,A2,,,,,,General,,motorcycle,,motorcycle n.
1398,movement,n.,A2,,,,,,General,,movement,,movement n.
1399,musical,adj.,A2,,,,,,General,,musical,,musical adj.
1400,musician,n.,A2,,,,,,General,,musician,,musician n.
1401,myself,pron.,A2,,,,,,General,,myself,,myself pron.
1402,narrow,adj.,A2,,,,,,General,,narrow,,narrow adj.
1403,national,adj.,A2,,,,,,General,,national,,national adj.
1404,nature,n.,A2,,,,,,General,,nature,,nature n.
1405,nearly,adv.,A2,,,,,,General,,nearly,,nearly adv.
1406,necessary,adj.,A2,,,,,,General,,necessary,,necessary adj.
1407,neck,n.,A2,,,,,,General,,neck,,neck n.
1408,need,n.,A2,,,,,,General,,need,,need n.
1409,neither,det./pron.,A2,,,,,,General,,neither,,neither det./pron.
1410,nervous,adj.,A2,,,,,,General,,nervous,,nervous adj.
1411,network,n.,A2,,,,,,General,,network,,network n.
1412,noise,n.,A2,,,,,,General,,noise,,noise n.
1413,noisy,adj.,A2,,,,,,General,,noisy,,noisy adj.
1414,none,pron.,A2,,,,,,General,,none,,none pron.
1415,normal,adj.,A2,,,,,,General,,normal,,normal adj.
1416,normally,adv.,A2,,,,,,General,,normally,,normally adv.
1417,notice,"v., n.",A2,,,,,,General,,notice,,"notice v., n."
1418,novel,n.,A2,,,,,,General,,novel,,novel n.
1419,nowhere,adv.,A2,,,,,,General,,nowhere,,nowhere adv.
1420,number,v.,A2,,,,,,General,,number,,number v.
1421,nut,n.,A2,,,,,,General,,nut,,nut n.
1422,ocean,n.,A2,,,,,,General,,ocean,,ocean n.
1423,offer,"v., n.",A2,,,,,,General,,offer,,"offer v., n."
1424,officer,n.,A2,,,,,,General,,officer,,officer n.
1425,oil,n.,A2,,,,,,General,,oil,,oil n.
1426,onto,prep.,A2,,,,,,General,,onto,,onto prep.
1427,opportunity,n.,A2,,,,,,General,,opportunity,,opportunity n.
1428,option,n.,A2,,,,,,General,,option,,option n.
1429,ordinary,adj.,A2,,,,,,General,,ordinary,,ordinary adj.
1430,organization,n.,A2,,,,,,General,,organization,,organization n.
1431,organize,v.,A2,,,,,,General,,organize,,organize v.
1432,original,adj.,A2,,,,,,General,,original,,original adj.
1433,ourselves,pron.,A2,,,,,,General,,ourselves,,ourselves pron.
1434,outside,"prep., n., adj.",A2,,,,,,General,,outside,,"outside prep., n., adj."
1435,oven,n.,A2,,,,,,General,,oven,,oven n.
1436,own,v.,A2,,,,,,General,,own,,own v.
1437,owner,n.,A2,,,,,,General,,owner,,owner n.
1438,pack,v.,A2,,,,,,General,,pack,,pack v.
1439,pain,n.,A2,,,,,,General,,pain,,pain n.
1440,painter,n.,A2,,,,,,General,,painter,,painter n.
1441,palace,n.,A2,,,,,,General,,palace,,palace n.
1442,pants,n.,A2,,,,,,General,,pants,,pants n.
1443,parking,n.,A2,,,,,,General,,parking,,parking n.
1444,particular,adj.,A2,,,,,,General,,particular,,particular adj.
1445,pass,v.,A2,,,,,,General,,pass,,pass v.
1446,passenger,n.,A2,,,,,,General,,passenger,,passenger n.
1447,past,adv.,A2,,,,,,General,,past,,past adv.
1448,patient,n.,A2,,,,,,General,,patient,,patient n.
1449,pattern,n.,A2,,,,,,General,,pattern,,pattern n.
1450,pay,n.,A2,,,,,,General,,pay,,pay n.
1451,peace,n.,A2,,,,,,General,,peace,,peace n.
1452,penny,n.,A2,,,,,,General,,penny,,penny n.
1453,per,prep.,A2,,,,,,General,,per,,per prep.
1454,per cent,"n., adj./adv.",A2,,,,,,General,,per_cent,,"per cent n., adj./adv."
1455,perform,v.,A2,,,,,,General,,perform,,perform v.
1456,perhaps,adv.,A2,,,,,,General,,perhaps,,perhaps adv.
1457,permission,n.,A2,,,,,,General,,permission,,permission n.
1458,personality,n.,A2,,,,,,General,,personality,,personality n.
1459,pet,n.,A2,,,,,,General,,pet,,pet n.
1460,petrol,n.,A2,,,,,,General,,petrol,,petrol n.
1461,photograph,v.,A2,,,,,,General,,photograph,,photograph v.
1462,physical,adj.,A2,,,,,,General,,physical,,physical adj.
1463,physics,n.,A2,,,,,,General,,physics,,physics n.
1464,pick,v.,A2,,,,,,General,,pick,,pick v.
1465,pilot,n.,A2,,,,,,General,,pilot,,pilot n.
1466,planet,n.,A2,,,,,,General,,planet,,planet n.
1467,plant,v.,A2,,,,,,General,,plant,,plant v.
1468,plastic,"n., adj.",A2,,,,,,General,,plastic,,"plastic n., adj."
1469,plate,n.,A2,,,,,,General,,plate,,plate n.
1470,platform,n.,A2,,,,,,General,,platform,,platform n.
1471,please,v.,A2,,,,,,General,,please,,please v.
1472,pleased,adj.,A2,,,,,,General,,pleased,,pleased adj.
1473,pocket,n.,A2,,,,,,General,,pocket,,pocket n.
1474,polite,adj.,A2,,,,,,General,,polite,,polite adj.
1475,pollution,n.,A2,,,,,,General,,pollution,,pollution n.
1476,pop,"n., adj.",A2,,,,,,General,,pop,,"pop n., adj."
1477,population,n.,A2,,,,,,General,,population,,population n.
1478,position,n.,A2,,,,,,General,,position,,position n.
1479,possession,n.,A2,,,,,,General,,possession,,possession n.
1480,possibility,n.,A2,,,,,,General,,possibility,,possibility n.
1481,poster,n.,A2,,,,,,General,,poster,,poster n.
1482,power,n.,A2,,,,,,General,,power,,power n.
1483,predict,v.,A2,,,,,,General,,predict,,predict v.
1484,present,v.,A2,,,,,,General,,present,,present v.
1485,president,n.,A2,,,,,,General,,president,,president n.
1486,prevent,v.,A2,,,,,,General,,prevent,,prevent v.
1487,print,v.,A2,,,,,,General,,print,,print v.
1488,printer,n.,A2,,,,,,General,,printer,,printer n.
1489,prison,n.,A2,,,,,,General,,prison,,prison n.
1490,prize,n.,A2,,,,,,General,,prize,,prize n.
1491,process,n.,A2,,,,,,General,,process,,process n.
1492,produce,v.,A2,,,,,,General,,produce,,produce v.
1493,professional,adj.,A2,,,,,,General,,professional,,professional adj.
1494,professor,n.,A2,,,,,,General,,professor,,professor n.
1495,profile,n.,A2,,,,,,General,,profile,,profile n.
1496,program,n.,A2,,,,,,General,,program,,program n.
1497,progress,n.,A2,,,,,,General,,progress,,progress n.
1498,promise,"v., n.",A2,,,,,,General,,promise,,"promise v., n."
1499,pronounce,v.,A2,,,,,,General,,pronounce,,pronounce v.
1500,protect,v.,A2,,,,,,General,,protect,,protect v.
1501,provide,v.,A2,,,,,,General,,provide,,provide v.
1502,pub,n.,A2,,,,,,General,,pub,,pub n.
1503,public,"adj., n.",A2,,,,,,General,,public,,"public adj., n."
1504,publish,v.,A2,,,,,,General,,publish,,publish v.
1505,pull,v.,A2,,,,,,General,,pull,,pull v.
1506,purpose,n.,A2,,,,,,General,,purpose,,purpose n.
1507,push,v.,A2,,,,,,General,,push,,push v.
1508,quality,n.,A2,,,,,,General,,quality,,quality n.
1509,quantity,n.,A2,,,,,,General,,quantity,,quantity n.
1510,queen,n.,A2,,,,,,General,,queen,,queen n.
1511,question,v.,A2,,,,,,General,,question,,question v.
1512,quietly,adv.,A2,,,,,,General,,quietly,,quietly adv.
1513,race,"n., v.",A2,,,,,,General,,race,competition,"race (competition) n., v."
1514,railway,n.,A2,,,,,,General,,railway,,railway n.
1515,raise,v.,A2,,,,,,General,,raise,,raise v.
1516,rate,n.,A2,,,,,,General,,rate,,rate n.
1517,rather,adv.,A2,,,,,,General,,rather,,rather adv.
1518,reach,v.,A2,,,,,,General,,reach,,reach v.
1519,react,v.,A2,,,,,,General,,react,,react v.
1520,realize,v.,A2,,,,,,General,,realize,,realize v.
1521,receive,v.,A2,,,,,,General,,receive,,receive v.
1522,recent,adj.,A2,,,,,,General,,recent,,recent adj.
1523,recently,adv.,A2,,,,,,General,,recently,,recently adv.
1524,reception,n.,A2,,,,,,General,,reception,,reception n.
1525,recipe,n.,A2,,,,,,General,,recipe,,recipe n.
1526,recognize,v.,A2,,,,,,General,,recognize,,recognize v.
1527,recommend,v.,A2,,,,,,General,,recommend,,recommend v.
1528,record,"n., v.",A2,,,,,,General,,record,,"record n., v."
1529,recording,n.,A2,,,,,,General,,recording,,recording n.
1530,recycle,v.,A2,,,,,,General,,recycle,,recycle v.
1531,reduce,v.,A2,,,,,,General,,reduce,,reduce v.
1532,refer,v.,A2,,,,,,General,,refer,,refer v.
1533,refuse,v.,A2,,,,,,General,,refuse,sense 1,refuse1  v.
1534,region,n.,A2,,,,,,General,,region,,region n.
1535,regular,adj.,A2,,,,,,General,,regular,,regular adj.
1536,relationship,n.,A2,,,,,,General,,relationship,,relationship n.
1537,remove,v.,A2,,,,,,General,,remove,,remove v.
1538,repair,v.,A2,,,,,,General,,repair,,repair v.
1539,replace,v.,A2,,,,,,General,,replace,,replace v.
1540,reply,"v., n.",A2,,,,,,General,,reply,,"reply v., n."
1541,report,v.,A2,,,,,,General,,report,,report v.
1542,reporter,n.,A2,,,,,,General,,reporter,,reporter n.
1543,request,n.,A2,,,,,,General,,request,,request n.
1544,research,"n., v.",A2,,,,,,General,,research,,"research n., v."
1545,researcher,n.,A2,,,,,,General,,researcher,,researcher n.
1546,respond,v.,A2,,,,,,General,,respond,,respond v.
1547,response,n.,A2,,,,,,General,,response,,response n.
1548,rest,n.,A2,,,,,,General,,rest,remaining part,rest (remaining part) n.
1549,rest,"n., v.",A2,,,,,,General,,rest,sleep/relax,"rest (sleep/relax) n., v."
1550,review,"n., v.",A2,,,,,,General,,review,,"review n., v."
1551,ride,n.,A2,,,,,,General,,ride,,ride n.
1552,ring,n.,A2,,,,,,General,,ring,sense 1,ring1 n.
1553,ring,v.,A2,,,,,,General,,ring,sense 2,ring2 v.
1554,rise,v.,A2,,,,,,General,,rise,,rise v.
1555,rock,n.,A2,,,,,,General,,rock,stone,rock (stone) n.
1556,rock,n.,A2,,,,,,General,,rock,music,rock (music) n.
1557,role,n.,A2,,,,,,General,,role,,role n.
1558,roof,n.,A2,,,,,,General,,roof,,roof n.
1559,round,"adj., adv., prep.",A2,,,,,,General,,round,,"round adj., adv., prep."
1560,route,n.,A2,,,,,,General,,route,,route n.
1561,rubbish,n.,A2,,,,,,General,,rubbish,,rubbish n.
1562,rude,adj.,A2,,,,,,General,,rude,,rude adj.
1563,run,n.,A2,,,,,,General,,run,,run n.
1564,runner,n.,A2,,,,,,General,,runner,,runner n.
1565,running,n.,A2,,,,,,General,,running,,running n.
1566,sadly,adv.,A2,,,,,,General,,sadly,,sadly adv.
1567,safe,adj.,A2,,,,,,General,,safe,,safe adj.
1568,sail,v.,A2,,,,,,General,,sail,,sail v.
1569,sailing,n.,A2,,,,,,General,,sailing,,sailing n.
1570,salary,n.,A2,,,,,,General,,salary,,salary n.
1571,sale,n.,A2,,,,,,General,,sale,,sale n.
1572,sauce,n.,A2,,,,,,General,,sauce,,sauce n.
1573,save,v.,A2,,,,,,General,,save,,save v.
1574,scared,adj.,A2,,,,,,General,,scared,,scared adj.
1575,scary,adj.,A2,,,,,,General,,scary,,scary adj.
1576,scene,n.,A2,,,,,,General,,scene,,scene n.
1577,schedule,n.,A2,,,,,,General,,schedule,,schedule n.
1578,score,"v., n.",A2,,,,,,General,,score,,"score v., n."
1579,screen,n.,A2,,,,,,General,,screen,,screen n.
1580,search,"n., v.",A2,,,,,,General,,search,,"search n., v."
1581,season,n.,A2,,,,,,General,,season,,season n.
1582,seat,n.,A2,,,,,,General,,seat,,seat n.
1583,second,adv.,A2,,,,,,General,,second,next after the first,second1 (next after the first) adv.
1584,secondly,adv.,A2,,,,,,General,,secondly,,secondly adv.
1585,secret,"adj., n.",A2,,,,,,General,,secret,,"secret adj., n."
1586,secretary,n.,A2,,,,,,General,,secretary,,secretary n.
1587,seem,v.,A2,,,,,,General,,seem,,seem v.
1588,sense,n.,A2,,,,,,General,,sense,,sense n.
1589,separate,adj.,A2,,,,,,General,,separate,,separate adj.
1590,series,n.,A2,,,,,,General,,series,,series n.
1591,serious,adj.,A2,,,,,,General,,serious,,serious adj.
1592,serve,v.,A2,,,,,,General,,serve,,serve v.
1593,service,n.,A2,,,,,,General,,service,,service n.
1594,several,det./pron.,A2,,,,,,General,,several,,several det./pron.
1595,shake,v.,A2,,,,,,General,,shake,,shake v.
1596,shall,modal v.,A2,,,,,,General,,shall,,shall modal v.
1597,shape,n.,A2,,,,,,General,,shape,,shape n.
1598,sheet,n.,A2,,,,,,General,,sheet,,sheet n.
1599,ship,n.,A2,,,,,,General,,ship,,ship n.
1600,shoulder,n.,A2,,,,,,General,,shoulder,,shoulder n.
1601,shout,"v., n.",A2,,,,,,General,,shout,,"shout v., n."
1602,shut,"v., adj.",A2,,,,,,General,,shut,,"shut v., adj."
1603,side,n.,A2,,,,,,General,,side,,side n.
1604,sign,"n., v.",A2,,,,,,General,,sign,,"sign n., v."
1605,silver,"n., adj.",A2,,,,,,General,,silver,,"silver n., adj."
1606,simple,adj.,A2,,,,,,General,,simple,,simple adj.
1607,since,"prep., conj.",A2,,,,,,General,,since,,"since prep., conj."
1608,singing,n.,A2,,,,,,General,,singing,,singing n.
1609,single,"adj., n.",A2,,,,,,General,,single,,"single adj., n."
1610,sir,n.,A2,,,,,,General,,sir,,sir n.
1611,site,n.,A2,,,,,,General,,site,,site n.
1612,size,n.,A2,,,,,,General,,size,,size n.
1613,ski,"v., adj., n.",A2,,,,,,General,,ski,,"ski v., adj., n."
1614,skiing,n.,A2,,,,,,General,,skiing,,skiing n.
1615,skin,n.,A2,,,,,,General,,skin,,skin n.
1616,sky,n.,A2,,,,,,General,,sky,,sky n.
1617,sleep,n.,A2,,,,,,General,,sleep,,sleep n.
1618,slowly,adv.,A2,,,,,,General,,slowly,,slowly adv.
1619,smartphone,n.,A2,,,,,,General,,smartphone,,smartphone n.
1620,smell,"v., n.",A2,,,,,,General,,smell,,"smell v., n."
1621,smile,"v., n.",A2,,,,,,General,,smile,,"smile v., n."
1622,smoke,"n., v.",A2,,,,,,General,,smoke,,"smoke n., v."
1623,smoking,n.,A2,,,,,,General,,smoking,,smoking n.
1624,soap,n.,A2,,,,,,General,,soap,,soap n.
1625,soccer,n.,A2,,,,,,General,,soccer,,soccer n.
1626,social,adj.,A2,,,,,,General,,social,,social adj.
1627,society,n.,A2,,,,,,General,,society,,society n.
1628,sock,n.,A2,,,,,,General,,sock,,sock n.
1629,soft,adj.,A2,,,,,,General,,soft,,soft adj.
1630,soldier,n.,A2,,,,,,General,,soldier,,soldier n.
1631,solution,n.,A2,,,,,,General,,solution,,solution n.
1632,solve,v.,A2,,,,,,General,,solve,,solve v.
1633,somewhere,"adv., pron.",A2,,,,,,General,,somewhere,,"somewhere adv., pron."
1634,sort,n.,A2,,,,,,General,,sort,,sort n.
1635,source,n.,A2,,,,,,General,,source,,source n.
1636,speaker,n.,A2,,,,,,General,,speaker,,speaker n.
1637,specific,adj.,A2,,,,,,General,,specific,,specific adj.
1638,speech,n.,A2,,,,,,General,,speech,,speech n.
1639,speed,n.,A2,,,,,,General,,speed,,speed n.
1640,spider,n.,A2,,,,,,General,,spider,,spider n.
1641,spoon,n.,A2,,,,,,General,,spoon,,spoon n.
1642,square,"adj., n.",A2,,,,,,General,,square,,"square adj., n."
1643,stage,n.,A2,,,,,,General,,stage,,stage n.
1644,stair,n.,A2,,,,,,General,,stair,,stair n.
1645,stamp,n.,A2,,,,,,General,,stamp,,stamp n.
1646,star,v.,A2,,,,,,General,,star,,star v.
1647,start,n.,A2,,,,,,General,,start,,start n.
1648,state,n.,A2,,,,,,General,,state,,state n.
1649,stay,n.,A2,,,,,,General,,stay,,stay n.
1650,steal,v.,A2,,,,,,General,,steal,,steal v.
1651,step,n.,A2,,,,,,General,,step,,step n.
1652,stomach,n.,A2,,,,,,General,,stomach,,stomach n.
1653,stone,n.,A2,,,,,,General,,stone,,stone n.
1654,store,n.,A2,,,,,,General,,store,,store n.
1655,storm,n.,A2,,,,,,General,,storm,,storm n.
1656,straight,"adv., adj.",A2,,,,,,General,,straight,,"straight adv., adj."
1657,strange,adj.,A2,,,,,,General,,strange,,strange adj.
1658,strategy,n.,A2,,,,,,General,,strategy,,strategy n.
1659,stress,"n., v.",A2,,,,,,General,,stress,,"stress n., v."
1660,structure,n.,A2,,,,,,General,,structure,,structure n.
1661,stupid,adj.,A2,,,,,,General,,stupid,,stupid adj.
1662,succeed,v.,A2,,,,,,General,,succeed,,succeed v.
1663,successful,adj.,A2,,,,,,General,,successful,,successful adj.
1664,such,det./pron.,A2,,,,,,General,,such,,such det./pron.
1665,suddenly,adv.,A2,,,,,,General,,suddenly,,suddenly adv.
1666,suggest,v.,A2,,,,,,General,,suggest,,suggest v.
1667,suggestion,n.,A2,,,,,,General,,suggestion,,suggestion n.
1668,suit,n.,A2,,,,,,General,,suit,,suit n.
1669,support,"v., n.",A2,,,,,,General,,support,,"support v., n."
1670,suppose,v.,A2,,,,,,General,,suppose,,suppose v.
1671,sure,adv.,A2,,,,,,General,,sure,,sure adv.
1672,surprise,"n., v.",A2,,,,,,General,,surprise,,"surprise n., v."
1673,surprised,adj.,A2,,,,,,General,,surprised,,surprised adj.
1674,surprising,adj.,A2,,,,,,General,,surprising,,surprising adj.
1675,survey,n.,A2,,,,,,General,,survey,,survey n.
1676,sweet,"adj., n.",A2,,,,,,General,,sweet,,"sweet adj., n."
1677,symbol,n.,A2,,,,,,General,,symbol,,symbol n.
1678,system,n.,A2,,,,,,General,,system,,system n.
1679,tablet,n.,A2,,,,,,General,,tablet,,tablet n.
1680,talk,n.,A2,,,,,,General,,talk,,talk n.
1681,target,n.,A2,,,,,,General,,target,,target n.
1682,task,n.,A2,,,,,,General,,task,,task n.
1683,taste,"n., v.",A2,,,,,,General,,taste,,"taste n., v."
1684,teaching,n.,A2,,,,,,General,,teaching,,teaching n.
1685,technology,n.,A2,,,,,,General,,technology,,technology n.
1686,teenage,adj.,A2,,,,,,General,,teenage,,teenage adj.
1687,temperature,n.,A2,,,,,,General,,temperature,,temperature n.
1688,term,n.,A2,,,,,,General,,term,,term n.
1689,text,v.,A2,,,,,,General,,text,,text v.
1690,themselves,pron.,A2,,,,,,General,,themselves,,themselves pron.
1691,thick,adj.,A2,,,,,,General,,thick,,thick adj.
1692,thief,n.,A2,,,,,,General,,thief,,thief n.
1693,thin,adj.,A2,,,,,,General,,thin,,thin adj.
1694,thinking,n.,A2,,,,,,General,,thinking,,thinking n.
1695,third,n.,A2,,,,,,General,,third,,third n.
1696,thought,n.,A2,,,,,,General,,thought,,thought n.
1697,throw,v.,A2,,,,,,General,,throw,,throw v.
1698,tidy,"adj., v.",A2,,,,,,General,,tidy,,"tidy adj., v."
1699,tie,"v., n.",A2,,,,,,General,,tie,,"tie v., n."
1700,tip,n.,A2,,,,,,General,,tip,,tip n.
1701,tool,n.,A2,,,,,,General,,tool,,tool n.
1702,top,"n., adj.",A2,,,,,,General,,top,,"top n., adj."
1703,touch,v.,A2,,,,,,General,,touch,,touch v.
1704,tour,n.,A2,,,,,,General,,tour,,tour n.
1705,tourism,n.,A2,,,,,,General,,tourism,,tourism n.
1706,towards,prep.,A2,,,,,,General,,towards,,towards prep.
1707,towel,n.,A2,,,,,,General,,towel,,towel n.
1708,tower,n.,A2,,,,,,General,,tower,,tower n.
1709,toy,"n., adj.",A2,,,,,,General,,toy,,"toy n., adj."
1710,track,n.,A2,,,,,,General,,track,,track n.
1711,tradition,n.,A2,,,,,,General,,tradition,,tradition n.
1712,traditional,adj.,A2,,,,,,General,,traditional,,traditional adj.
1713,train,v.,A2,,,,,,General,,train,,train v.
1714,trainer,n.,A2,,,,,,General,,trainer,,trainer n.
1715,training,n.,A2,,,,,,General,,training,,training n.
1716,transport,n.,A2,,,,,,General,,transport,,transport n.
1717,traveller,n.,A2,,,,,,General,,traveller,,traveller n.
1718,trouble,n.,A2,,,,,,General,,trouble,,trouble n.
1719,truck,n.,A2,,,,,,General,,truck,,truck n.
1720,twin,"n., adj.",A2,,,,,,General,,twin,,"twin n., adj."
1721,typical,adj.,A2,,,,,,General,,typical,,typical adj.
1722,underground,"adj., adv.",A2,,,,,,General,,underground,,"underground adj., adv."
1723,understanding,n.,A2,,,,,,General,,understanding,,understanding n.
1724,unfortunately,adv.,A2,,,,,,General,,unfortunately,,unfortunately adv.
1725,unhappy,adj.,A2,,,,,,General,,unhappy,,unhappy adj.
1726,uniform,n.,A2,,,,,,General,,uniform,,uniform n.
1727,unit,n.,A2,,,,,,General,,unit,,unit n.
1728,united,adj.,A2,,,,,,General,,united,,united adj.
1729,unusual,adj.,A2,,,,,,General,,unusual,,unusual adj.
1730,upstairs,adj.,A2,,,,,,General,,upstairs,,upstairs adj.
1731,use,n.,A2,,,,,,General,,use,,use n.
1732,used to,modal v.,A2,,,,,,General,,used_to,,used to modal v.
1733,user,n.,A2,,,,,,General,,user,,user n.
1734,usual,adj.,A2,,,,,,General,,usual,,usual adj.
1735,valley,n.,A2,,,,,,General,,valley,,valley n.
1736,van,n.,A2,,,,,,General,,van,,van n.
1737,variety,n.,A2,,,,,,General,,variety,,variety n.
1738,vehicle,n.,A2,,,,,,General,,vehicle,,vehicle n.
1739,view,n.,A2,,,,,,General,,view,,view n.
1740,virus,n.,A2,,,,,,General,,virus,,virus n.
1741,voice,n.,A2,,,,,,General,,voice,,voice n.
1742,wait,n.,A2,,,,,,General,,wait,,wait n.
1743,war,n.,A2,,,,,,General,,war,,war n.
1744,wash,n.,A2,,,,,,General,,wash,,wash n.
1745,washing,n.,A2,,,,,,General,,washing,,washing n.
1746,wave,n.,A2,,,,,,General,,wave,,wave n.
1747,weak,adj.,A2,,,,,,General,,weak,,weak adj.
1748,web,n.,A2,,,,,,General,,web,,web n.
1749,wedding,n.,A2,,,,,,General,,wedding,,wedding n.
1750,weight,n.,A2,,,,,,General,,weight,,weight n.
1751,welcome,n.,A2,,,,,,General,,welcome,,welcome n.
1752,wet,adj.,A2,,,,,,General,,wet,,wet adj.
1753,wheel,n.,A2,,,,,,General,,wheel,,wheel n.
1754,while,conj.,A2,,,,,,General,,while,,while conj.
1755,whole,adj.,A2,,,,,,General,,whole,,whole adj.
1756,whose,det./pron.,A2,,,,,,General,,whose,,whose det./pron.
1757,wide,adj.,A2,,,,,,General,,wide,,wide adj.
1758,wild,adj.,A2,,,,,,General,,wild,,wild adj.
1759,wind,n.,A2,,,,,,General,,wind,sense 1,wind1 n.
1760,winner,n.,A2,,,,,,General,,winner,,winner n.
1761,wish,"v., n.",A2,,,,,,General,,wish,,"wish v., n."
1762,wood,n.,A2,,,,,,General,,wood,,wood n.
1763,wooden,adj.,A2,,,,,,General,,wooden,,wooden adj.
1764,working,adj.,A2,,,,,,General,,working,,working adj.
1765,worried,adj.,A2,,,,,,General,,worried,,worried adj.
1766,worry,v.,A2,,,,,,General,,worry,,worry v.
1767,worse,adj.,A2,,,,,,General,,worse,,worse adj.
1768,worst,adj.,A2,,,,,,General,,worst,,worst adj.
1769,wow,exclam.,A2,,,,,,General,,wow,,wow exclam.
1770,yet,adv.,A2,,,,,,General,,yet,,yet adv.
1771,yours,pron.,A2,,,,,,General,,yours,,yours pron.
1772,zero,number,A2,,,,,,General,,zero,,zero number
